App;Spend in USD;3D ROAS;7D ROAS;14D ROAS;30D ROAS;90D ROAS;Impressions;Clicks;Installs;CTR;Install Rate;eCPC;eCPM;1D Retention;3D Retention;7D Retention;3D Total Revenue;7D Total Revenue;14D Total Revenue;30D Total Revenue;90D Total Revenue
Hexar.io;35.33;978.18;985.28;990.43;992.11;1001.29;1000;187;79;18.7;42.25;0.19;35.33;90;43.5;75;345.59;348.1;349.92;350.51;353.76
Snail Bob 2 (iOS);35.27;8.53;9.49;9.68;17.63;17.63;4434;1148;100;25.89;8.71;0.03;7.96;63.6;38.5;26.3;3.01;3.35;3.41;6.22;6.22
DoodleJump;35.18;6;18.48;38.57;50.95;51.89;8719;1932;85;22.16;4.4;0.02;4.03;72.7;50;43.8;2.11;6.5;13.57;17.93;18.26
pixelmon shooting;35.01;32.29;32.29;36.06;36.7;36.7;492;92;28;18.7;30.43;0.38;71.16;54.5;71.4;0;11.3;11.3;12.62;12.85;12.85
mmm fingers;35;24.97;26.05;27.14;29.21;29.21;2226;847;37;38.05;4.37;0.04;15.72;33.3;28.6;20;8.74;9.12;9.5;10.22;10.22
truth or dare;35;0;0;2.64;2.64;2.64;2468;572;36;23.18;6.29;0.06;14.18;100;33.3;66.7;0;0;0.92;0.92;0.92
Mini Golf MatchUp;35;0;2.07;45.6;45.6;45.6;3651;104;35;2.85;33.65;0.34;9.59;91.7;100;0;0;0.73;15.96;15.96;15.96
Kill Shot;34.8;64.48;69.46;71.02;97.79;100.94;2649;141;36;5.32;25.53;0.25;13.14;83.3;0;100;22.44;24.17;24.72;34.03;35.13
string.io;34.4;24.38;24.38;99.08;99.08;105.35;1663;474;43;28.5;9.07;0.07;20.69;0;0;0;8.39;8.39;34.08;34.08;36.24
Mr. Crab 2;34.36;28.8;36.67;37.35;37.77;37.77;990;366;111;36.97;30.33;0.09;34.71;100;0;0;9.9;12.6;12.83;12.98;12.98
ninjaRunIOS;34.3;0.62;8.32;17.94;26.54;26.54;13707;981;88;7.16;8.97;0.03;2.5;60;8.3;16.7;0.21;2.85;6.15;9.1;9.1
Score! Hero;34.25;3.62;3.62;13.87;13.87;16.19;4864;520;23;10.69;4.42;0.07;7.04;0;100;0;1.24;1.24;4.75;4.75;5.55
slushy maker;34.19;7.53;7.53;7.53;13.32;13.32;754;137;27;18.17;19.71;0.25;45.35;40;28.6;0;2.57;2.57;2.57;4.55;4.55
Magic Puzzles;34.07;28.39;35.07;42.18;54.25;55.91;7745;2123;73;27.41;3.44;0.02;4.4;76.5;84.6;41.2;9.67;11.95;14.37;18.48;19.05
Bowmasters;34;26.51;34.87;43.21;43.21;43.21;2094;99;34;4.73;34.34;0.34;16.24;87.5;0;0;9.01;11.86;14.69;14.69;14.69
yokee piano;33.82;48.8;54.36;59.24;69.81;70.59;5719;1515;98;26.49;6.47;0.02;5.91;72;40;23.5;16.51;18.39;20.04;23.61;23.88
Bomber Friends;33.8;14.91;27.14;28.99;39.84;41.99;3436;779;39;22.67;5.01;0.04;9.84;100;66.7;0;5.04;9.17;9.8;13.47;14.19
TWD (release);33.71;158.23;249.3;609.64;654.65;665.61;13689;334;97;2.44;29.04;0.1;2.46;73.5;68;50;53.34;84.04;205.51;220.68;224.38
Coin Master;33.55;158.96;297.99;317.15;615.9;665.27;12956;323;91;2.49;28.17;0.1;2.59;63.6;66.7;33.3;53.33;99.98;106.41;206.63;223.2
nss {1098};33.44;295.65;301.03;314.01;316.09;316.58;12789;3151;110;24.64;3.49;0.01;2.61;77.3;60.7;40;98.86;100.67;105.01;105.7;105.86
weed firm 2;33.33;49.42;49.42;111.68;126.59;126.59;1153;38;26;3.3;68.42;0.88;28.91;85.7;66.7;71.4;16.47;16.47;37.22;42.19;42.19
100 Balls;33.24;35.25;44.09;66.45;137.44;147.57;2182;783;77;35.88;9.83;0.04;15.23;76.5;45.8;50;11.72;14.66;22.09;45.69;49.05
s17 (soa-dev);33.17;59.51;64.15;71.6;83.89;83.89;9379;3079;102;32.83;3.31;0.01;3.54;63.2;69.4;41.7;19.74;21.28;23.75;27.83;27.83
Idle Flipper;33;112.22;142.24;166.55;173.55;173.55;3879;52;33;1.34;63.46;0.63;8.51;0;0;0;37.03;46.94;54.96;57.27;57.27
flappy golf 2;32.99;20.1;20.1;20.1;22.5;22.5;1451;97;26;6.69;26.8;0.34;22.74;66.7;71.4;50;6.63;6.63;6.63;7.42;7.42
Fun Run 2 iOS;32.91;22.92;27.43;27.43;27.43;27.43;1295;97;28;7.49;28.87;0.34;25.42;87.5;14.3;25;7.54;9.03;9.03;9.03;9.03
retro soccer {37524};32.84;5.25;6.11;8.32;8.52;8.52;2965;345;83;11.64;24.06;0.1;11.08;85.7;57.7;40;1.72;2.01;2.73;2.8;2.8
Dan the Man iOS;32.82;0;0;0;11.06;11.06;1255;80;28;6.37;35;0.41;26.15;92.9;50;75;0;0;0;3.63;3.63
hovercraft;32.71;29.35;32.38;32.38;41.96;41.96;1798;134;33;7.45;24.63;0.24;18.19;72;12.5;0;9.6;10.59;10.59;13.72;13.72
AnonymousGame_131042;32.54;90.32;124.7;226.84;250.17;266.8;842;116;68;13.78;58.62;0.28;38.65;66.7;60;50;29.39;40.58;73.81;81.4;86.82
Burrito Bison Launcha Libre iOS;32.21;55.94;57.99;66.16;66.16;66.16;910;60;26;6.59;43.33;0.54;35.4;66.7;71.4;28.6;18.02;18.68;21.31;21.31;21.31
craft royale;32.18;36.79;36.99;38.67;40.15;40.25;1893;336;89;17.75;26.49;0.1;17;83.3;57.1;37;11.84;11.9;12.44;12.92;12.95
What's the Color?;32.05;10.61;13.18;16.17;22.45;22.45;3064;387;66;12.63;17.05;0.08;10.46;58.3;60;30.8;3.4;4.22;5.18;7.19;7.19
girlspjparty;32;5.95;15.37;15.37;20.52;22.58;2418;240;31;9.93;12.92;0.13;13.23;50;0;12.5;1.9;4.92;4.92;6.57;7.23
Choices iOS;31.89;19.7;33.57;51.33;57.21;60;7391;1460;81;19.75;5.55;0.02;4.31;76.9;54.5;48.3;6.28;10.71;16.37;18.24;19.13
DoodleJump;31.8;82.13;100.62;104.15;114.16;114.16;9234;1626;97;17.61;5.97;0.02;3.44;80;50;50;26.12;32;33.12;36.3;36.3
Racing Rivals;31.64;205.17;232.76;490.56;561.94;562.96;1260;55;27;4.37;49.09;0.58;25.11;81.8;53.8;50;64.92;73.64;155.21;177.8;178.12
Coach Bus Simulator 2017 - Apple;31.59;70.97;110.59;124.09;128.58;128.58;851;100;27;11.75;27;0.32;37.12;66.7;50;0;22.42;34.94;39.2;40.62;40.62
dig out!;31.41;6.93;75.83;82.62;88.94;90.12;2751;447;118;16.25;26.4;0.07;11.42;61.9;46.4;37.8;2.18;23.82;25.95;27.94;28.31
akinator free;31.34;19.97;27.91;50.02;51.07;51.18;5425;308;92;5.68;29.87;0.1;5.78;75;60;28.2;6.26;8.75;15.68;16.01;16.04
smurfs;31.15;2.22;2.22;2.22;8.16;8.16;17900;210;28;1.17;13.33;0.15;1.74;69.2;81.8;0;0.69;0.69;0.69;2.54;2.54
Road Draw: Climb Your Own Hills;31.03;12.99;15.13;22.79;31.29;31.29;2391;116;63;4.85;54.31;0.27;12.98;76.9;0;0;4.03;4.69;7.07;9.71;9.71
Funny Tug The Table;31;0;0;0;0;0;926;106;33;11.45;31.13;0.29;33.48;50;0;25;0;0;0;0;0
iPassion: The Game;30.97;4.16;18.44;24.05;41.67;42.73;4750;195;43;4.11;22.05;0.16;6.52;100;80;62.5;1.29;5.71;7.45;12.9;13.23
sniperShooter;30.96;4.26;4.26;4.26;4.26;4.26;745;102;24;13.69;23.53;0.3;41.56;71.4;66.7;28.6;1.32;1.32;1.32;1.32;1.32
1010!;30.81;5.14;5.91;7.05;7.05;7.05;1639;133;28;8.11;21.05;0.23;18.8;45.5;33.3;100;1.58;1.82;2.17;2.17;2.17
Billionaire;30.75;4.64;8.06;29.09;34.24;34.24;1869;134;61;7.17;45.52;0.23;16.45;70.6;77.8;41.2;1.43;2.48;8.94;10.53;10.53
conglomerate;30.52;89.26;121.51;180.49;376.73;398.18;1744;35;24;2.01;68.57;0.87;17.5;100;50;75;27.24;37.08;55.09;114.98;121.52
IMVU iOS Rewarded Video;30.42;18.66;23.45;30.94;31.76;31.76;3717;95;25;2.56;26.32;0.32;8.18;66.7;50;0;5.68;7.13;9.41;9.66;9.66
sniperShooter;30.4;51.59;52.68;52.68;53.78;53.78;2968;759;86;25.57;11.33;0.04;10.24;52.6;44.4;17.9;15.68;16.01;16.01;16.35;16.35
Bio Inc.;30.35;35.77;105.46;359.46;569.46;569.46;714;48;26;6.72;54.17;0.63;42.51;100;40;66.7;10.86;32.01;109.1;172.83;172.83
Bomber Friends;30.27;23.96;72.31;72.98;215.31;215.86;10971;3591;107;32.73;2.98;0.01;2.76;71.4;35.3;42.1;7.25;21.89;22.09;65.18;65.34
mad dex;30.25;4.76;15.23;15.23;19.49;19.49;691;97;25;14.04;25.77;0.31;43.78;0;0;0;1.44;4.61;4.61;5.89;5.89
job hunt heroes;30.18;152.68;196.64;228.04;255.65;255.65;2933;277;50;9.44;18.05;0.11;10.29;66.7;25;0;46.08;59.35;68.82;77.16;77.16
happy wheels;30.12;2.89;2.89;3.88;5.19;5.19;3636;276;82;7.59;29.71;0.11;8.28;66.7;57.1;21.4;0.87;0.87;1.17;1.56;1.56
Doomsday Clicker iOS;30.08;89.63;127.61;137.95;160.33;160.82;1717;161;79;9.38;49.07;0.19;17.52;63.6;54.5;43.5;26.96;38.39;41.5;48.23;48.37
Tap Tap Dash;30;6.6;13.75;27.76;38.33;38.33;1642;89;30;5.42;33.71;0.34;18.27;84.6;0;0;1.98;4.13;8.33;11.5;11.5
world;29.94;15.51;15.51;19.59;19.59;19.59;2359;747;51;31.67;6.83;0.04;12.69;63.6;44.4;41.7;4.65;4.65;5.87;5.87;5.87
color ballz;29.88;12.87;17.97;22.08;22.08;22.08;5844;167;53;2.86;31.74;0.18;5.11;100;50;37.5;3.85;5.37;6.6;6.6;6.6
AnonymousGame_729236;29.81;5.09;10.52;17.74;25.53;25.53;976;92;27;9.43;29.35;0.32;30.54;80;62.5;28.6;1.52;3.14;5.29;7.61;7.61
Cookie Clickers iOS;29.78;2.44;5.54;5.54;5.54;5.54;2075;76;31;3.66;40.79;0.39;14.35;81.8;71.4;40;0.73;1.65;1.65;1.65;1.65
family zoo;29.76;51.05;75.11;83.72;112.5;122.04;4346;213;73;4.9;34.27;0.14;6.85;62.5;64.7;55.6;15.19;22.35;24.91;33.48;36.32
ads_qa_15;29.68;5.13;7.02;8.13;9.87;12.09;2424;956;84;39.44;8.79;0.03;12.25;92.3;40;30.4;1.52;2.08;2.41;2.93;3.59
Dune!;29.53;3.53;12.47;27.65;29.88;29.88;3440;85;51;2.47;60;0.35;8.58;80;0;0;1.04;3.68;8.16;8.82;8.82
DLS2016;29.5;1.3;3.5;8.74;34.1;44.61;13122;928;19;7.07;2.05;0.03;2.25;0;0;0;0.38;1.03;2.58;10.06;13.16
AnonymousGame_131042;29.41;23.45;39.56;71.32;95.7;96.02;897;104;63;11.59;60.58;0.28;32.79;80;45.5;91.7;6.9;11.63;20.98;28.14;28.24
Bubble Shooter - Original Bear;29.41;3.66;22.09;42.49;62.2;66.12;11973;2844;80;23.75;2.81;0.01;2.46;50;33.3;19.2;1.08;6.5;12.5;18.29;19.45
Walkr;29.38;313.49;451.65;490.01;550.58;550.58;21478;357;51;1.66;14.29;0.08;1.37;80;85.7;0;92.11;132.71;143.98;161.77;161.77
100 Balls;29.13;15.07;22.28;55.6;228.89;228.89;1431;281;66;19.64;23.49;0.1;20.36;89.5;69.2;50;4.39;6.49;16.2;66.68;66.68
tap tap music;29.04;34.27;34.27;39.61;39.61;39.61;871;54;24;6.2;44.44;0.54;33.34;71.4;85.7;25;9.95;9.95;11.5;11.5;11.5
daddy long legs;28.96;41.98;54.42;57.73;57.73;57.73;604;59;22;9.77;37.29;0.49;47.95;100;14.3;0;12.16;15.76;16.72;16.72;16.72
real racing 3 ios;28.87;0;11.2;25.03;26.75;27.34;10137;122;28;1.2;22.95;0.24;2.85;100;100;60;0;3.23;7.23;7.72;7.89
Realm Grinder iOS;28.83;68.52;99.9;158.12;233.88;234.59;1014;40;23;3.94;57.5;0.72;28.43;66.7;83.3;40;19.75;28.8;45.59;67.43;67.63
parking free;28.82;7.28;8.42;10.94;12.34;12.34;3369;169;63;5.02;37.28;0.17;8.55;81;45.5;27.8;2.1;2.43;3.15;3.56;3.56
ads_qa_15;28.75;21.62;21.62;25.07;30.32;36.06;2190;853;74;38.95;8.68;0.03;13.13;76.9;50;20;6.22;6.22;7.21;8.72;10.37
make7hexapuzzle;28.73;10.35;36.9;51.38;76.4;80.99;1002;61;37;6.09;60.66;0.47;28.67;100;60;41.7;2.97;10.6;14.76;21.95;23.27
paint tower!;28.68;10.64;10.64;13.4;22.61;27.95;367;43;22;11.72;51.16;0.67;78.15;100;60;44.4;3.05;3.05;3.84;6.48;8.02
Grumpy Cat's Worst Game Ever;28.61;15.52;24.51;26.71;26.71;26.71;734;114;24;15.53;21.05;0.25;38.98;90;37.5;0;4.44;7.01;7.64;7.64;7.64
battle golf online;28.47;11.13;160.57;162.07;169.33;169.33;1372;362;72;26.38;19.89;0.08;20.75;69.6;20;30.4;3.17;45.71;46.14;48.21;48.21
chestsim;28.38;7.82;12.9;12.9;15.22;15.22;4401;923;69;20.97;7.48;0.03;6.45;81.8;70;35;2.22;3.66;3.66;4.32;4.32
Piano Tiles 2 (Don t Tap The White Tile 2);28.22;13.36;15.7;15.88;32.1;32.1;8655;410;94;4.74;22.93;0.07;3.26;84.2;0;0;3.77;4.43;4.48;9.06;9.06
SonicDash.i;28.16;6.01;13.6;25.06;47.82;47.82;7897;1453;97;18.4;6.68;0.02;3.57;50;52.4;33.3;1.69;3.83;7.06;13.47;13.47
Colorfy-iOS;28.08;0;2.59;2.59;2.59;2.59;946;135;23;14.27;17.04;0.21;29.68;42.9;0;0;0;0.73;0.73;0.73;0.73
dragon evolution;28.07;20.82;23.18;31.52;34.57;34.57;688;50;26;7.27;52;0.56;40.8;100;75;100;5.85;6.51;8.85;9.7;9.7
drift max city;28.03;26.35;40.95;50.48;128.3;128.3;544;44;23;8.09;52.27;0.64;51.53;80;80;50;7.39;11.48;14.15;35.96;35.96
Hexa Pop - ios;28.02;36.15;38.51;44.75;66.09;68.45;1351;212;40;15.69;18.87;0.13;20.74;42.9;75;42.9;10.13;10.79;12.54;18.52;19.18
drift max;28;24.51;27.81;31;31;31;741;68;28;9.18;41.18;0.41;37.79;81.8;72.7;0;6.86;7.79;8.68;8.68;8.68
Into the Dead iOS SDK;28;23.4;47.9;55.07;55.07;73.76;1562;153;26;9.8;16.99;0.18;17.93;0;100;50;6.55;13.41;15.42;15.42;20.65
knights;28;23.98;61.23;61.23;82.81;82.81;4886;118;28;2.42;23.73;0.24;5.73;100;50;50;6.71;17.14;17.14;23.19;23.19
touchdowners;27.85;11.25;15.46;17.67;18.5;18.5;1153;498;66;43.19;13.25;0.06;24.15;85.7;60;36.8;3.13;4.31;4.92;5.15;5.15
eyes of sky;27.83;51.11;62.99;70.46;81.68;82.75;8912;1781;84;19.98;4.72;0.02;3.12;63.6;64.3;57.1;14.23;17.53;19.61;22.73;23.03
familyfarm;27.81;7.36;16.71;18.37;19.63;19.63;6570;104;24;1.58;23.08;0.27;4.23;66.7;25;25;2.05;4.65;5.11;5.46;5.46
Bowmasters - Top Multiplayer Bowman Archery Game;27.4;19.73;23.1;23.1;25.75;25.75;3467;142;28;4.1;19.72;0.19;7.9;80;0;0;5.41;6.33;6.33;7.06;7.06
catch up;27.37;19.28;39.94;45.48;45.99;45.99;5475;774;71;14.14;9.17;0.04;5;66.7;45.5;31.3;5.28;10.93;12.45;12.59;12.59
drift max;27.31;28;45.29;55.49;60.81;60.81;5345;2010;73;37.61;3.63;0.01;5.11;83.3;53.3;50;7.65;12.37;15.15;16.61;16.61
Merge Town!;27.3;21.97;27.41;38.21;59.25;59.25;5769;109;90;1.89;82.57;0.25;4.73;0;0;0;6;7.48;10.43;16.18;16.18
Godus;27.26;39.62;61.92;68.84;96.12;96.84;2939;851;50;28.96;5.88;0.03;9.28;75;50;12.5;10.8;16.88;18.77;26.2;26.4
retro soccer {37524};27.22;10.96;25.9;33.68;40.99;42.2;2755;319;76;11.58;23.82;0.09;9.88;77.8;30;12.5;2.98;7.05;9.17;11.16;11.49
space frontier;27.2;23.01;59.63;127.07;134.44;147.48;6517;199;29;3.05;14.57;0.14;4.17;0;0;50;6.26;16.22;34.56;36.57;40.11
king of steering 2;27.13;18;18.75;18.99;20.28;20.28;7833;2837;83;36.22;2.93;0.01;3.46;51.5;42.4;0;4.88;5.09;5.15;5.5;5.5
parking free iphone {2337};27.08;7.16;11.67;14.96;18.27;18.27;5673;179;62;3.16;34.64;0.15;4.77;86.7;61.5;28.6;1.94;3.16;4.05;4.95;4.95
PvZ 2 iOS;27.08;383.3;843.57;1108.73;1581.33;1825.46;19640;452;88;2.3;19.47;0.06;1.38;100;57.6;64.3;103.8;228.44;300.24;428.23;494.34
Faily Rider iOS;26.85;22.32;22.32;22.32;22.32;34.14;1211;370;27;30.55;7.3;0.07;22.17;0;50;20;5.99;5.99;5.99;5.99;9.17
driving zone: germany;26.75;10.28;22.78;23.02;37.58;38.94;6541;2286;91;34.95;3.98;0.01;4.09;88.9;56;29.6;2.75;6.09;6.16;10.05;10.42
Candy Block Puzzle Blitz;26.75;18.01;40.83;44.16;47;47;13299;3446;59;25.91;1.71;0.01;2.01;60;58.8;11.1;4.82;10.92;11.81;12.57;12.57
battle golf online;26.65;52.44;71.25;87.53;92.15;109.41;824;216;31;26.21;14.35;0.12;32.34;0;0;0;13.98;18.99;23.33;24.56;29.16
Tap Titans;26.31;35.47;49.59;86.17;93.21;93.21;573;45;24;7.85;53.33;0.58;45.92;100;100;16.7;9.33;13.05;22.67;24.52;24.52
driving zone: germany;26.26;9.7;13.22;23.58;31.45;31.45;6763;2406;87;35.58;3.62;0.01;3.88;78.6;66.7;20;2.55;3.47;6.19;8.26;8.26
stickman warriors 2 epic;26.25;9.47;9.47;9.47;9.47;9.47;2294;731;24;31.87;3.28;0.04;11.44;0;0;33.3;2.49;2.49;2.49;2.49;2.49
train conductor world;26.15;191.99;240.9;353.23;354.16;354.16;1346;103;23;7.65;22.33;0.25;19.43;88.9;80;0;50.2;63;92.37;92.61;92.61
Racing in Car;26;15.99;15.99;15.99;19.06;19.06;1014;89;26;8.78;29.21;0.29;25.64;33.3;0;0;4.16;4.16;4.16;4.96;4.96
Dunkz;26;42.24;57.87;59.77;59.77;59.77;1417;59;26;4.16;44.07;0.44;18.35;60;0;0;10.98;15.05;15.54;15.54;15.54
agent dash;25.97;0;0;0;2.8;2.8;609;87;20;14.29;22.99;0.3;42.64;50;14.3;0;0;0;0;0.73;0.73
Dead Trigger 2.i;25.95;44.78;65.76;92.5;108.87;108.87;5357;1166;81;21.77;6.95;0.02;4.84;67.7;64.5;50;11.62;17.06;24;28.25;28.25
iBaloot-iOS-AppLovin-Interstatial;25.91;14.77;24.58;42.31;52.04;52.04;19743;2822;75;14.29;2.66;0.01;1.31;90.6;68.2;0;3.83;6.37;10.96;13.48;13.48
chicken;25.89;2.17;2.8;3.82;3.82;3.82;2542;1213;67;47.72;5.52;0.02;10.18;40;35.7;18.2;0.56;0.73;0.99;0.99;0.99
kick 'n' run;25.84;1.66;1.66;11.24;11.24;11.24;953;145;21;15.22;14.48;0.18;27.11;62.5;50;0;0.43;0.43;2.9;2.9;2.9
clash.io;25.82;37.29;42.43;50.35;54.72;54.72;2099;162;51;7.72;31.48;0.16;12.3;90;53.3;25;9.63;10.95;13;14.13;14.13
cheatingtom3;25.8;37.36;46.82;46.82;46.82;46.82;1179;334;27;28.33;8.08;0.08;21.88;75;0;0;9.64;12.08;12.08;12.08;12.08
2 for 2;25.75;41.3;119.31;151.56;187.55;291.06;6541;1290;18;19.72;1.4;0.02;3.94;0;0;100;10.63;30.72;39.03;48.29;74.95
monkey ropes;25.72;17.97;21.85;31.17;50.65;50.65;2830;1178;71;41.63;6.03;0.02;9.09;53.3;54.2;38.5;4.62;5.62;8.02;13.03;13.03
jetpack;25.64;32.67;53.36;61.33;63.41;64.96;3826;465;99;12.15;21.29;0.06;6.7;82.4;56.3;36.4;8.38;13.68;15.72;16.26;16.65
solitaire;25.49;70.74;91.02;103.66;106.12;107.41;3864;121;44;3.13;36.36;0.21;6.6;100;100;58.3;18.03;23.2;26.42;27.04;27.37
pretend hospital;25.4;5.05;5.05;5.83;5.83;5.83;6143;2937;86;47.81;2.93;0.01;4.13;34.5;5;0;1.28;1.28;1.48;1.48;1.48
penaltyvs_crystal;25.38;13.78;13.78;13.78;13.78;13.78;1953;770;65;39.43;8.44;0.03;13;71.4;33.3;0;3.5;3.5;3.5;3.5;3.5
Goat Evolution;25.35;28.1;45.08;51.65;68.46;68.46;1347;142;62;10.54;43.66;0.18;18.82;100;65.5;66.7;7.12;11.43;13.09;17.36;17.36
mope.io;25.31;16.51;23.81;25.9;38.67;38.67;3160;151;57;4.78;37.75;0.17;8.01;83.3;0;0;4.18;6.03;6.55;9.79;9.79
soccer heroes;25.25;0;0;0;0;0;575;87;17;15.13;19.54;0.29;43.91;0;0;0;0;0;0;0;0
UNICORN äóñ Coloring Book;25.24;42.62;53.34;63.57;75.15;75.15;4058;1090;69;26.86;6.33;0.02;6.22;33.3;50;0;10.76;13.46;16.04;18.97;18.97
FUT 17 DRAFT by PacyBits;25.23;3.53;16.61;16.87;19.49;19.49;2377;149;35;6.27;23.49;0.17;10.61;0;0;0;0.89;4.19;4.26;4.92;4.92
shark evolution;25.16;7.82;13.19;13.19;37;37;1499;139;72;9.27;51.8;0.18;16.78;76.9;50;33.3;1.97;3.32;3.32;9.31;9.31
Platypus Evolution;25.05;103.16;120.07;165.25;184.74;184.74;629;50;21;7.95;42;0.5;39.83;100;50;50;25.84;30.08;41.39;46.28;46.28
loop taxi;25.01;18.66;23.54;23.54;23.8;23.8;1184;157;46;13.26;29.3;0.16;21.12;84.6;33.3;37.5;4.67;5.89;5.89;5.95;5.95
pin hockey;25;8.62;16.46;16.46;16.46;20.16;1627;99;27;6.08;27.27;0.25;15.37;55.6;0;0;2.16;4.12;4.12;4.12;5.04
Solitaire Tripeaks;25;33.18;33.84;211.31;227.81;227.81;2164;58;30;2.68;51.72;0.43;11.55;40;66.7;54.5;8.29;8.46;52.83;56.95;56.95
Hill Climb Racing 2;25;16.24;22.84;26.14;32.47;32.47;2183;66;25;3.02;37.88;0.38;11.45;0;0;0;4.06;5.71;6.53;8.12;8.12
Hovercraft: Takedown;25;15.71;20.33;32.28;34.47;34.47;2449;151;25;6.17;16.56;0.17;10.21;82.4;50;0;3.93;5.08;8.07;8.62;8.62
Turbo Fast iOS;24.99;9.14;21.12;21.12;22.45;22.45;2646;917;62;34.66;6.76;0.03;9.44;70;46.2;10;2.29;5.28;5.28;5.61;5.61
Tap Tap Dash;24.92;22;22;25.44;25.44;26.5;2028;96;21;4.73;21.88;0.26;12.29;50;57.1;0;5.48;5.48;6.34;6.34;6.6
Paint Tower!;24.86;15.8;18.45;20.18;22.3;22.3;2316;57;43;2.46;75.44;0.44;10.73;40;0;0;3.93;4.59;5.02;5.54;5.54
build away!;24.83;127.11;206.97;221.45;253.35;257.07;1478;350;61;23.68;17.43;0.07;16.8;75;64.7;50;31.56;51.39;54.99;62.91;63.83
pop the lock;24.8;9.52;9.52;9.52;9.52;9.52;976;70;24;7.17;34.29;0.35;25.41;50;50;0;2.36;2.36;2.36;2.36;2.36
Real Piano iOS;24.8;41.42;74.06;78.05;82.71;82.97;3936;987;63;25.08;6.38;0.03;6.3;78.9;42.9;35.3;10.27;18.37;19.36;20.51;20.58
Roll the Ball: slide puzzle;24.64;9.91;11.52;14.01;29.3;29.3;8354;179;64;2.14;35.75;0.14;2.95;72;50;0;2.44;2.84;3.45;7.22;7.22
blocky hockey;24.32;12.48;43.66;46.24;50.31;50.31;551;60;21;10.89;35;0.41;44.14;77.8;44.4;0;3.04;10.62;11.24;12.23;12.23
Snail Bob 2 (iOS);24.25;5.77;5.77;19.86;71.41;71.41;663;77;24;11.61;31.17;0.31;36.58;0;0;37.5;1.4;1.4;4.82;17.32;17.32
driveacademy;24.24;11.71;41.66;47.1;61.59;61.59;741;77;18;10.39;23.38;0.31;32.71;100;20;33.3;2.84;10.1;11.42;14.93;14.93
dwts;24.21;49.6;53.71;160.11;258.8;258.8;1814;65;35;3.58;53.85;0.37;13.35;100;70;22.2;12.01;13;38.76;62.66;62.66
guns royale;24.13;2.87;4.24;23.35;34.43;34.43;759;59;20;7.77;33.9;0.41;31.79;60;55.6;33.3;0.69;1.02;5.63;8.31;8.31
guns of boom;24.07;20.25;44.77;63.46;77.8;86.38;4182;304;87;7.27;28.62;0.08;5.76;81.8;50;54.5;4.87;10.78;15.27;18.73;20.79
Puppy Love;24;24.58;24.58;24.58;24.58;24.58;2018;180;24;8.92;13.33;0.13;11.89;0;0;0;5.9;5.9;5.9;5.9;5.9
world;24;5.39;7.87;7.87;14.33;14.33;2321;865;60;37.27;6.94;0.03;10.34;82.6;40;45.5;1.29;1.89;1.89;3.44;3.44
realmcraft;23.85;1.38;2.35;3.74;4.26;4.26;6461;1871;70;28.96;3.74;0.01;3.69;60;22.2;12.5;0.33;0.56;0.89;1.02;1.02
zombie labs;23.78;12.43;56.17;57.11;57.11;57.11;414;32;18;7.73;56.25;0.74;57.44;60;60;25;2.96;13.36;13.58;13.58;13.58
99 arrows;23.75;27.08;41.51;48.96;50.7;57.93;2009;509;19;25.34;3.73;0.05;11.82;0;0;0;6.43;9.86;11.63;12.04;13.76
build away!;23.68;34.7;43.98;50.73;165.24;166.64;1201;334;60;27.81;17.96;0.07;19.72;33.3;75;42.3;8.22;10.41;12.01;39.13;39.46
Sling Kong;23.56;27.65;49.67;54.57;55.97;55.97;4656;194;66;4.17;34.02;0.12;5.06;85.7;0;0;6.51;11.7;12.86;13.19;13.19
Turbo Fast iOS;23.53;3.79;20.62;23.43;29.93;35.71;3364;1161;68;34.51;5.86;0.02;6.99;64.7;54.5;46.7;0.89;4.85;5.51;7.04;8.4
Tiny Sheep;23.5;46.93;64.24;98.7;156.24;161.85;3089;137;21;4.44;15.33;0.17;7.61;100;100;0;11.03;15.1;23.19;36.72;38.04
pineapple pen;23.47;1.97;1.97;1.97;1.97;1.97;1023;99;25;9.68;25.25;0.24;22.94;55.6;75;100;0.46;0.46;0.46;0.46;0.46
Slugterra: Slug it Out 2;23.38;32.11;53.22;63.53;67.62;67.62;3315;669;84;20.18;12.56;0.03;7.05;71.4;53.3;10;7.51;12.44;14.85;15.81;15.81
Animation Throwdown iOS;23.28;29.48;68.28;85.13;128.22;130.12;1135;42;18;3.7;42.86;0.55;20.51;100;87.5;50;6.86;15.9;19.82;29.85;30.29
blobie.io;23.25;2.77;2.77;2.77;2.77;2.77;438;170;23;38.81;13.53;0.14;53.08;0;0;0;0.64;0.64;0.64;0.64;0.64
fuse ballz;23.17;691.19;1330.99;3521.33;3521.33;3521.33;646;31;20;4.8;64.52;0.75;35.87;0;0;0;160.15;308.39;815.89;815.89;815.89
Dream League Soccer 2017;23.16;11.17;28.47;57.62;62.72;62.72;23062;457;90;1.98;19.69;0.05;1;77.8;0;0;2.59;6.59;13.35;14.53;14.53
cheerleader;23.12;2.57;2.57;2.57;2.57;2.57;882;84;18;9.52;21.43;0.28;26.21;12.5;33.3;0;0.59;0.59;0.59;0.59;0.59
pawn stars;23;57;57;75.08;114.05;162.66;1030;35;23;3.4;65.71;0.66;22.33;62.5;66.7;0;13.11;13.11;17.27;26.23;37.41
